*T 4/4
*K F Major
*T 2/4
*T 4/4
*T 3/4
*T 4/4
*T 3/4
*T 4/4
*M irregular 
*P 0
Note	0.0	1000.0	65
Note	1000.0	2000.0	69
Note	2000.0	3000.0	72
Note	3000.0	4000.0	77
Note	4000.0	5000.0	76
Note	5000.0	6000.0	74
Note	6000.0	7000.0	74
Note	7000.0	8000.0	72
Note	8000.0	9000.0	72
Note	9000.0	10000.0	69
Note	12000.0	13000.0	72
Note	13000.0	14000.0	70
Note	14000.0	15000.0	70
Note	15000.0	16000.0	67
Note	17000.0	18000.0	67
Note	18000.0	19000.0	74
Note	19000.0	20000.0	72
Note	20000.0	21000.0	72
Note	21000.0	22000.0	69
Note	24000.0	25000.0	69
Note	25000.0	26000.0	72
Note	26000.0	27000.0	70
Note	27000.0	28000.0	69
Note	28000.0	29000.0	67
Note	30000.0	31000.0	69
Note	31000.0	32000.0	72
Note	32000.0	33000.0	70
Note	33000.0	34000.0	69
Note	34000.0	35000.0	67
Note	35000.0	36000.0	65
Note	36000.0	37000.0	64
Note	37000.0	38000.0	60
Note	38000.0	39000.0	62
Note	39000.0	40000.0	62
Note	40000.0	41000.0	64
Note	41000.0	42000.0	64
Note	42000.0	43000.0	65
Note	43000.0	44000.0	67
Note	44000.0	45000.0	69
Note	45000.0	46000.0	69
Note	46000.0	47000.0	69
Note	47000.0	48000.0	70
Note	48000.0	49000.0	72
Note	49000.0	49500.0	74
Note	49500.0	50000.0	74
Note	50000.0	52000.0	72
Note	52000.0	54000.0	70
Note	54000.0	58000.0	69
